country_unep,household_year,household_region,household_kg_per_capita_year,household_tonnes_year,household_confidence,food_service_year,food_service_kg_per_capita_year,food_service_tonnes_year,food_service_confidence,retail_year,retail_kg_per_capita_year,retail_tonnes_year,retail_confidence,average_temperature,temperature_year,temperature_unit,income_year,income_region,income_group,income_lending_category,gdp_per_capita_year,gdp_per_capita,population_density_year,population_density,tourism_arrivals_year,tourism_arrivals,access_to_electricity_year,access_to_electricity,total_population_year,total_population,total_food_waste_kg_per_capita_year,total_food_waste_tonnes_year,household_share_pct,food_service_share_pct,retail_share_pct,main_contributing_sector,tourists_per_resident,income_rank,population_size_category,temperature_band,gdp_per_capita_category,coverage_score,sector_share_total,log_gdp_per_capita,log_population_density,log_tourism_arrivals,log_total_population
Israel,2024,Western Asia,97,874433.0,Medium Confidence,2024,24,218382.0,Medium Confidence,2024,50,452000.0,Medium Confidence,21.02,2024.0,Celsius,2024.0,"Middle East, North Africa, Afghanistan & Pakistan",High Income,,2024.0,54176.6844383302,2023.0,455.129390018484,2019.0,4905000.0,2023.0,100.0,2024.0,9974400.0,171,1544815.0,56.6,14.14,29.26,Household,0.49,4.0,Small (1M-10M),Warm (20°C-25°C),High GDP per Capita,9,100.0,10.900024376415152,6.122776519305492,15.405765854855177,16.115532468811807
Jordan,2024,Western Asia,101,1136788.0,Low Confidence,2024,30,334416.0,Very Low Confidence,2024,26,291070.0,Very Low Confidence,20.44,2024.0,Celsius,2024.0,"Middle East, North Africa, Afghanistan & Pakistan",Lower Middle Income,IBRD,2024.0,4618.09592498567,2023.0,128.828670856139,2020.0,1240000.0,2023.0,100.0,2024.0,11552876.0,157,1762274.0,64.51,18.98,16.52,Household,0.11,2.0,Medium (10M-50M),Warm (20°C-25°C),Low GDP per Capita,9,100.01,8.437954277694,4.866215664748618,14.030622744032508,16.26244505482318
Kuwait,2024,Western Asia,99,420861.0,Low Confidence,2024,24,103955.0,Very Low Confidence,2024,28,117497.0,Very Low Confidence,27.53,2024.0,Celsius,2024.0,"Middle East, North Africa, Afghanistan & Pakistan",High Income,,2024.0,32717.7186631255,2023.0,272.358024691358,2020.0,2161000.0,2023.0,100.0,2024.0,4897263.0,151,642313.0,65.52,16.18,18.29,Household,0.44,4.0,Small (1M-10M),Hot (25°C-30°C),Upper-Middle GDP per Capita,9,99.98999999999998,10.395702629287461,5.610782381746973,14.586082098237643,15.404187239788817
Lebanon,2024,Western Asia,128,701828.0,Medium Confidence,2024,30,162617.0,Very Low Confidence,2024,26,141539.0,Very Low Confidence,16.32,2024.0,Celsius,2024.0,"Middle East, North Africa, Afghanistan & Pakistan",Lower Middle Income,IBRD,2023.0,3477.72489842684,2023.0,564.368817204301,2019.0,1936000.0,2023.0,100.0,2024.0,5805962.0,184,1005984.0,69.77,16.16,14.07,Household,0.33,2.0,Small (1M-10M),Cool (10°C-20°C),Low GDP per Capita,9,100.0,8.15442109712649,6.337478291995211,14.476135063347451,15.574396050828529
Oman,2024,Western Asia,99,451415.0,Low Confidence,2024,24,111502.0,Very Low Confidence,2024,28,126027.0,Very Low Confidence,28.35,2024.0,Celsius,2024.0,"Middle East, North Africa, Afghanistan & Pakistan",High Income,,2024.0,20285.2272897377,2023.0,16.3142778675283,2020.0,869000.0,2023.0,100.0,2024.0,5281538.0,151,688944.0,65.52,16.18,18.29,Household,0.16,4.0,Small (1M-10M),Hot (25°C-30°C),Upper-Middle GDP per Capita,9,99.98999999999998,9.917697476139056,2.851531471384238,13.675099554994853,15.479728090483924
Qatar,2024,Western Asia,93,250830.0,High Confidence,2024,24,65733.0,Very Low Confidence,2024,28,74296.0,Very Low Confidence,29.11,2024.0,Celsius,2024.0,"Middle East, North Africa, Afghanistan & Pakistan",High Income,,2024.0,76688.6941743178,2023.0,231.160313315927,2020.0,582000.0,2023.0,100.0,2024.0,2857822.0,145,390859.0,64.17,16.82,19.01,Household,0.2,4.0,Small (1M-10M),Hot (25°C-30°C),High GDP per Capita,9,100.0,11.247522612934,5.447428138703915,13.274227444925158,14.865570704133546
Saudi Arabia,2024,Western Asia,105,3818681.0,High Confidence,2024,24,886420.0,Very Low Confidence,2024,20,715590.0,High Confidence,26.53,2024.0,Celsius,2024.0,"Middle East, North Africa, Afghanistan & Pakistan",High Income,,2024.0,35121.6628687742,2023.0,15.6779493787476,2019.0,20292000.0,2023.0,100.0,2024.0,35300280.0,149,5420691.0,70.45,16.35,13.2,Household,0.57,4.0,Medium (10M-50M),Hot (25°C-30°C),High GDP per Capita,9,100.0,10.46660186687853,2.814087450448987,16.82573732694922,17.379401482211787
State of Palestine,2024,Western Asia,102,534863.0,Low Confidence,2024,29,154360.0,Very Low Confidence,2024,31,165184.0,Very Low Confidence,20.45,2024.0,Celsius,,,,,,,,,,,,,,,162,854407.0,62.6,18.07,19.33,Household,,,,Warm (20°C-25°C),,3,100.0,,,,
Syrian Arab Republic,2024,Western Asia,172,3798032.0,Medium Confidence,2024,30,655502.0,Very Low Confidence,2024,26,570538.0,Very Low Confidence,19.78,2024.0,Celsius,2024.0,"Middle East, North Africa, Afghanistan & Pakistan",Low Income,IDA,2022.0,1051.67149587463,2023.0,128.490023416653,2019.0,2424000.0,2023.0,88.4,2024.0,24672760.0,228,5024072.0,75.6,13.05,11.36,Household,0.1,1.0,Medium (10M-50M),Cool (10°C-20°C),Low GDP per Capita,9,100.01,6.9590864937316,4.863603838918272,14.700930038712512,17.021210399551737
Turkey,2024,Western Asia,102,8694318.0,Low Confidence,2024,29,2509158.0,Very Low Confidence,2024,31,2685105.0,Very Low Confidence,12.93,2024.0,Celsius,2024.0,Europe & Central Asia,Upper Middle Income,IBRD,2024.0,15892.7157287241,2023.0,110.866214934449,2020.0,15971000.0,2023.0,100.0,2024.0,85518661.0,162,13888581.0,62.6,18.07,19.33,Household,0.19,3.0,Large (50M-100M),Cool (10°C-20°C),Upper-Middle GDP per Capita,9,100.0,9.673679072894355,4.717303647786117,16.586285198251932,18.264245179095624
United Arab Emirates,2024,Western Asia,99,930427.0,Low Confidence,2024,24,229822.0,Very Low Confidence,2024,28,259759.0,Very Low Confidence,28.94,2024.0,Celsius,2024.0,"Middle East, North Africa, Afghanistan & Pakistan",High Income,,2024.0,50273.5060469837,2023.0,147.616882568291,2020.0,8084000.0,2023.0,100.0,2024.0,10986400.0,151,1420008.0,65.52,16.18,18.29,Household,0.74,4.0,Medium (10M-50M),Hot (25°C-30°C),High GDP per Capita,9,99.98999999999998,10.825253389569886,5.001371736653392,15.905397481206778,16.21216879321983
Yemen,2024,Western Asia,104,3490097.0,Low Confidence,2024,30,998212.0,Very Low Confidence,2024,26,868827.0,Very Low Confidence,25.92,2024.0,Celsius,2024.0,"Middle East, North Africa, Afghanistan & Pakistan",Low Income,IDA,2018.0,633.887202451545,2023.0,74.6080250771824,2015.0,398000.0,2023.0,83.6,2024.0,40583164.0,160,5357136.0,65.15,18.63,16.22,Household,0.01,1.0,Medium (10M-50M),Hot (25°C-30°C),Low GDP per Capita,9,100.0,6.453447349179341,4.325562429366364,12.894209796826232,17.51886388340632
Austria,2024,Western Europe,83,742020.0,Eurostat,2024,23,205620.0,Eurostat,2024,9,80460.0,Eurostat,8.84,2024.0,Celsius,2024.0,Europe & Central Asia,High Income,,2024.0,58268.8787651601,2023.0,110.661185167232,2020.0,15091000.0,2023.0,100.0,2024.0,9177982.0,115,1028100.0,72.17,20.0,7.83,Household,1.64,4.0,Small (1M-10M),Cold (<10°C),High GDP per Capita,9,100.0,10.97284057956451,4.71546915389746,16.529609163865345,16.032318021679806
Belgium,2024,Western Europe,71,827860.0,Eurostat,2024,8,93280.0,Eurostat,2024,6,69960.0,Eurostat,11.92,2024.0,Celsius,2024.0,Europe & Central Asia,High Income,,2024.0,56614.5679499036,2023.0,386.303731881682,2020.0,2584000.0,2023.0,100.0,2024.0,11858610.0,85,991100.0,83.53,9.41,7.06,Household,0.22,4.0,Medium (10M-50M),Cool (10°C-20°C),High GDP per Capita,9,100.0,10.944039278489813,5.95920922210992,14.764849530881458,16.288564828317693
France,2024,Western Europe,61,3942430.0,Eurostat,2024,16,1034080.0,Eurostat,2024,12,775560.0,Eurostat,13.02,2024.0,Celsius,2024.0,Europe & Central Asia,High Income,,2024.0,46103.0840855884,2023.0,126.862020595603,2020.0,117109000.0,2023.0,100.0,2024.0,68551653.0,89,5752070.0,68.54,17.98,13.48,Household,1.71,4.0,Large (50M-100M),Cool (10°C-20°C),High GDP per Capita,9,100.0,10.738656816938985,4.850951718401597,18.57861569154047,18.04309809205496
Germany,2024,Western Europe,78,6502860.0,Eurostat,2024,22,1834140.0,Eurostat,2024,9,750330.0,Eurostat,10.89,2024.0,Celsius,2024.0,Europe & Central Asia,High Income,,2024.0,56103.7323182554,2023.0,238.351810090719,2020.0,12449000.0,2023.0,100.0,2024.0,83516593.0,109,9087330.0,71.56,20.18,8.26,Household,0.15,4.0,Large (50M-100M),Cool (10°C-20°C),High GDP per Capita,9,100.0,10.934975443002216,5.477934478336428,16.337150936691657,18.240555900615707
Liechtenstein,2024,Western Europe,81,3235.0,Low Confidence,2024,19,751.0,Low Confidence,2024,12,490.0,Low Confidence,9.12,2024.0,Celsius,2024.0,Europe & Central Asia,High Income,,2023.0,206780.590353385,2023.0,249.0375,2020.0,58400.0015258789,2023.0,100.0,2024.0,40450.0,112,4476.0,72.27,16.78,10.95,Household,1.44,4.0,Very Small (<1M),Cold (<10°C),High GDP per Capita,9,100.0,12.239418396151756,5.521610906613371,10.975088318085003,10.60784664405992
Luxembourg,2024,Western Europe,91,59150.0,Eurostat,2024,14,9100.0,Eurostat,2024,14,9100.0,Eurostat,11.34,2024.0,Celsius,2024.0,Europe & Central Asia,High Income,,2024.0,137781.681659123,2023.0,258.862052624628,2020.0,525000.0,2023.0,100.0,2024.0,677012.0,119,77350.0,76.47,11.76,11.76,Household,0.78,4.0,Very Small (<1M),Cool (10°C-20°C),High GDP per Capita,9,99.99,11.833432952298779,5.560150923386789,13.171155446333852,13.425445754073417
Monaco,2024,Western Europe,81,3235.0,Low Confidence,2024,19,751.0,Low Confidence,2024,12,490.0,Low Confidence,14.81,2024.0,Celsius,2024.0,Europe & Central Asia,High Income,,2024.0,288001.433369041,2023.0,18692.8982725528,2020.0,159000.0,2023.0,100.0,2024.0,38631.0,112,4476.0,72.27,16.78,10.95,Household,4.12,4.0,Very Small (<1M),Cool (10°C-20°C),High GDP per Capita,9,100.0,12.570724208280447,9.835952454011279,11.976665770490767,10.561836227553378
Netherlands,2024,Western Europe,59,1036040.0,Eurostat,2024,5,87800.0,Eurostat,2024,12,210720.0,Eurostat,11.68,2024.0,Celsius,2024.0,Europe & Central Asia,High Income,,2024.0,67520.4218956281,2023.0,530.950905850906,2020.0,7265000.0,2023.0,100.0,2024.0,17993485.0,76,1334560.0,77.63,6.58,15.79,Household,0.4,4.0,Medium (10M-50M),Cool (10°C-20°C),High GDP per Capita,9,100.0,11.120200187928852,6.276551202848238,15.798578992632759,16.705520361473965
Switzerland,2024,Western Europe,119,1041879.0,Medium Confidence,2024,31,268739.0,Medium Confidence,2024,18,152974.0,Medium Confidence,7.98,2024.0,Celsius,2024.0,Europe & Central Asia,High Income,,2024.0,103998.186685604,2023.0,224.978619136651,2019.0,11818000.0,2023.0,100.0,2024.0,9005582.0,168,1463592.0,71.19,18.36,10.45,Household,1.31,4.0,Small (1M-10M),Cold (<10°C),High GDP per Capita,9,100.0,11.5521383577622,5.420440389206855,16.28513443550444,16.013355276306637
